City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
104,Nanhai,CN,30.1282,111.7784,36.05,83,100,7.85,moderate rain
105,Lianran,CN,24.9227,102.485,39.29,97,5,2.66,clear sky
106,Vanimo,PG,-2.6741,141.3028,76.95,92,100,5.39,moderate rain
107,Corowa,AU,-36.0333,146.3833,68.58,54,0,9.35,clear sky
108,Ocos,GT,14.5094,-92.1933,90.73,62,0,9.24,clear sky
109,Uyuni,BO,-20.4597,-66.825,61.41,39,61,2.91,broken clouds
110,Durusu,TR,41.3053,28.6767,36.84,88,100,15.01,light rain
111,Chuy,UY,-33.6971,-53.4616,80.04,79,75,17.18,broken clouds
112,Poso,ID,-1.3959,120.7524,75.43,86,91,2.8,overcast clouds
113,Hobyo,SO,5.3505,48.5268,79.03,62,83,20.67,broken clouds
114,Kavaratti,IN,10.5669,72.642,79.7,71,89,12.82,overcast clouds
115,Ribeira Grande,PT,38.5167,-28.7,61.2,77,20,11.5,few clouds
116,Jalu,LY,29.0331,21.5482,52.52,47,8,3.2,clear sky
117,Moron,AR,-34.6534,-58.6198,82.09,70,49,8.01,light rain
118,Laredo,US,27.5064,-99.5075,50.85,26,100,5.75,overcast clouds
119,Tuatapere,NZ,-46.1333,167.6833,56.82,71,46,5.23,scattered clouds
120,Torbay,CA,47.6666,-52.7314,26.76,89,100,11.5,light snow
121,Khartoum,SD,15.5518,32.5324,69.03,31,5,3.0,clear sky
122,Fort Nelson,CA,58.8053,-122.7002,-0.81,85,100,3.44,light snow
123,Mahibadhoo,MV,3.7833,72.9667,80.51,71,97,7.9,overcast clouds
124,High Rock,BS,26.6208,-78.2833,78.82,74,68,9.69,broken clouds
125,Gunjur,GM,13.2019,-16.7339,75.27,64,100,5.75,overcast clouds
126,Mangochi,MW,-14.4782,35.2645,70.03,81,23,4.32,few clouds
127,Orchard Homes,US,46.8633,-114.0484,40.59,65,100,8.01,overcast clouds
128,Tevaitoa,PF,-16.7833,-151.5,80.42,76,100,14.09,moderate rain
129,Qaqortoq,GL,60.7167,-46.0333,10.9,74,85,11.88,overcast clouds
130,Arlit,NE,18.7369,7.3853,62.71,16,0,9.04,clear sky
131,Port Macquarie,AU,-31.4333,152.9167,67.89,76,94,9.17,overcast clouds
132,Tumbagaan,PH,5.3656,120.3139,76.42,84,100,1.59,overcast clouds
133,Sturgis,US,41.7992,-85.4192,24.64,46,0,4.61,clear sky
134,Aasiaat,GL,68.7098,-52.8699,8.1,95,100,9.73,light snow
135,San Patricio,US,28.017,-97.5169,53.69,35,79,9.46,broken clouds
136,Solnechnyy,RU,50.7214,136.6319,-13.7,98,26,3.31,scattered clouds
137,El Alto,PE,-4.2714,-81.2147,78.46,69,59,17.76,broken clouds
138,Bluff,NZ,-46.6,168.3333,56.8,75,99,17.6,overcast clouds
139,Hobart,AU,-42.8794,147.3294,67.12,85,20,1.01,few clouds
140,Qaanaaq,GL,77.484,-69.3632,-3.51,98,100,2.08,overcast clouds
141,Mar Del Plata,AR,-38.0023,-57.5575,80.1,89,100,1.99,moderate rain
142,Xai-Xai,MZ,-25.0519,33.6442,73.04,81,93,10.71,light rain
143,Sao Filipe,CV,14.8961,-24.4956,73.22,78,94,6.76,overcast clouds
144,Kavieng,PG,-2.5744,150.7967,82.78,74,100,4.16,overcast clouds
145,Rio Grande,BR,-32.035,-52.0986,86.11,80,16,18.45,few clouds
146,Tasiilaq,GL,65.6145,-37.6368,15.96,62,82,8.41,broken clouds
147,Farafenni,GM,13.5667,-15.6,84.58,15,100,7.2,overcast clouds
148,Noyabrsk,RU,63.1994,75.4507,9.99,95,96,10.65,overcast clouds
149,Kutum,SD,14.2,24.6667,57.52,20,50,7.14,scattered clouds
150,Baruun-Urt,MN,46.6806,113.2792,-6.0,93,6,3.96,clear sky
151,Jibuti,DJ,11.5,42.5,74.62,75,15,10.36,few clouds
152,Epe,NG,6.5841,3.9834,76.01,77,31,3.91,scattered clouds
153,Bambanglipuro,ID,-7.95,110.2833,75.56,90,95,5.86,overcast clouds
154,Labuhan,ID,-6.8844,112.2051,76.71,89,97,7.14,overcast clouds
155,Pacific Grove,US,36.6177,-121.9166,70.61,48,64,1.01,broken clouds
156,Kahului,US,20.8947,-156.47,81.66,71,40,12.66,scattered clouds
157,Volokonovka,RU,50.4827,37.8563,19.85,95,96,12.21,snow
158,Guerrero Negro,MX,27.9769,-114.0611,69.24,32,0,12.28,clear sky
159,Kokopo,PG,-4.352,152.2633,77.13,80,99,3.8,overcast clouds
160,Lebu,CL,-37.6167,-73.65,62.24,63,0,8.19,clear sky
161,Kudowa-Zdroj,PL,50.443,16.244,28.24,92,80,4.23,broken clouds
162,Hasaki,JP,35.7333,140.8333,28.8,45,1,8.77,clear sky
163,Ostrovnoy,RU,68.0531,39.5131,25.27,70,100,12.77,overcast clouds
164,New Norfolk,AU,-42.7826,147.0587,66.76,67,0,2.8,clear sky
165,Chokurdakh,RU,70.6333,147.9167,-40.54,100,95,5.23,overcast clouds
166,Finschhafen,PG,-6.6024,147.8681,78.22,86,100,1.05,moderate rain
167,Tabas,IR,33.5959,56.9244,36.21,43,0,0.69,clear sky
168,Akdepe,TM,42.0551,59.3788,19.4,89,8,9.57,clear sky
169,Lar,IN,26.2039,83.9717,55.17,65,4,4.16,clear sky
170,Saskylakh,RU,71.9167,114.0833,4.42,94,100,7.74,overcast clouds
171,Tiznit,MA,29.5833,-9.5,63.59,22,100,9.01,overcast clouds
172,Upernavik,GL,72.7868,-56.1549,-2.27,91,100,2.91,overcast clouds
173,Vallenar,CL,-28.5708,-70.7581,84.54,31,0,9.26,clear sky
174,Ilo,PE,-17.6394,-71.3375,72.97,80,40,5.61,scattered clouds
175,Clyde River,CA,70.4692,-68.5914,-10.97,70,75,4.61,broken clouds
176,Abu Samrah,SY,35.3029,37.1841,44.64,56,100,4.43,overcast clouds
177,Pevek,RU,69.7008,170.3133,-36.29,99,47,4.59,scattered clouds
178,Delmas,HT,18.5447,-72.3028,83.12,61,20,11.5,few clouds
179,Ghanzi,BW,-21.5667,21.7833,75.83,33,55,7.99,broken clouds
180,Castro,BR,-24.7911,-50.0119,73.9,78,41,3.76,scattered clouds
181,Kagoro,NG,9.6,8.3833,68.23,26,97,6.46,overcast clouds
182,Igarka,RU,67.4667,86.5833,10.31,95,99,14.61,overcast clouds
183,Abha,SA,18.2164,42.5053,52.05,82,0,6.91,clear sky
184,Port Lincoln,AU,-34.7333,135.8667,68.65,97,100,20.02,light rain
185,Sampit,ID,-2.5333,112.95,72.75,97,100,1.1,overcast clouds
186,Broome,US,42.2506,-75.833,17.6,51,0,5.99,clear sky
187,Sistranda,NO,63.7256,8.834,37.9,91,100,25.79,overcast clouds
188,Kilimatinde,TZ,-5.85,34.95,65.37,94,99,3.69,light rain
189,Tura,IN,25.5198,90.2201,53.58,82,10,2.71,clear sky
190,Husavik,IS,66.0449,-17.3389,39.11,63,7,23.8,clear sky
191,Komsomolskiy,UZ,40.4272,71.7189,35.02,74,100,9.22,overcast clouds
192,Vardo,NO,70.3705,31.1107,20.95,79,20,17.27,few clouds
193,East London,ZA,-33.0153,27.9116,74.59,84,7,11.61,clear sky
194,Ballina,AU,-28.8667,153.5667,68.18,97,48,13.11,scattered clouds
195,Lazaro Cardenas,MX,17.9583,-102.2,81.63,62,98,6.87,overcast clouds
196,Bocanda,CI,7.0626,-4.4995,76.53,17,13,3.69,few clouds
197,Irbeyskoye,RU,55.6428,95.4522,-9.38,100,100,0.2,overcast clouds
198,Wajima,JP,37.4,136.9,35.44,69,99,6.53,overcast clouds
199,Pisco,PE,-13.7,-76.2167,77.05,65,0,23.02,clear sky
200,Lulea,SE,65.5842,22.1547,12.27,85,0,4.61,clear sky
201,Caravelas,BR,-17.7125,-39.2481,79.05,78,25,8.63,scattered clouds
202,Murray Bridge,AU,-35.1167,139.2667,79.12,28,100,14.29,overcast clouds
203,Gouyave,GD,12.1646,-61.7296,78.28,71,10,19.55,clear sky
204,Bermejo,AR,-32.8833,-68.8,87.71,45,40,10.36,scattered clouds
205,Along,IN,28.1667,94.7667,48.2,96,58,1.52,broken clouds
206,Saint-Pierre,RE,-21.3393,55.4781,80.28,83,40,2.3,scattered clouds
207,Arman,RU,59.7,150.1667,-5.31,82,98,5.35,overcast clouds
208,Nuevo Progreso,MX,23.1667,-97.95,51.6,64,100,5.99,overcast clouds
209,Ponta Do Sol,PT,32.6667,-17.1,66.7,65,100,13.89,overcast clouds
210,Coihaique,CL,-45.5752,-72.0662,62.55,51,75,6.91,broken clouds
211,Ust-Kuyga,RU,70.0167,135.6,-31.56,95,96,7.99,overcast clouds
212,Kharabali,RU,47.4196,47.2568,23.95,87,99,10.98,overcast clouds
213,Karpathos,GR,35.507,27.2132,58.96,72,100,19.57,overcast clouds
214,Birao,CF,10.2849,22.7882,67.95,19,7,6.31,clear sky
215,Faya,SA,18.3851,42.4509,52.32,82,48,4.14,scattered clouds
216,Banda Aceh,ID,5.5577,95.3222,78.01,81,82,2.44,broken clouds
217,Jasper,US,37.2001,-94.3502,32.88,28,20,1.99,few clouds
218,Fairbanks,US,64.8378,-147.7164,15.8,78,75,10.36,broken clouds
219,Arys,KZ,42.4252,68.795,35.82,69,99,6.87,overcast clouds
220,Tiksi,RU,71.6872,128.8694,-5.04,88,100,9.26,overcast clouds
221,Aksu,CN,41.1231,80.2644,23.14,68,0,1.45,clear sky
222,Ferkessedougou,CI,9.6,-5.2,75.16,14,8,5.75,clear sky
223,Tam Ky,VN,15.5667,108.4833,71.58,90,14,3.36,few clouds
224,Fonte Boa,BR,-2.4959,-66.2662,80.89,92,100,1.52,overcast clouds
225,Saint-Francois,FR,46.4154,3.9054,31.68,77,0,6.91,clear sky
226,Villazon,BO,-22.0866,-65.5942,63.32,43,89,21.83,overcast clouds
227,Saint Anthony,US,45.0205,-93.218,17.62,52,0,8.01,clear sky
228,Azua,DO,18.4532,-70.7349,81.39,54,0,11.72,clear sky
229,Port Moresby,PG,-9.4431,147.1797,76.48,85,100,2.68,overcast clouds
230,La Rioja,ES,42.25,-2.5,29.32,78,98,5.14,overcast clouds
231,Ishigaki,JP,24.3448,124.1572,68.65,72,100,20.78,overcast clouds
232,Dwarka,IN,22.2394,68.9678,72.27,84,30,20.78,scattered clouds
233,Piopio,NZ,-38.4667,175.0167,68.36,57,6,2.82,clear sky
234,Muyezerskiy,RU,63.9333,31.65,22.01,94,99,10.69,overcast clouds
235,Dukat,RU,62.55,155.55,-27.44,87,3,5.84,clear sky
236,Foam Lake,CA,51.65,-103.5343,1.74,89,100,19.66,overcast clouds
237,Meadow Lake,US,34.8014,-106.5436,56.17,29,5,7.99,clear sky
238,Yakeshi,CN,49.2833,120.7333,-1.55,99,99,1.21,overcast clouds
239,Sinnamary,GF,5.3833,-52.95,76.96,89,90,10.38,overcast clouds
240,Magadan,RU,59.5667,150.8,-3.06,74,100,4.21,overcast clouds
241,Cidreira,BR,-30.1811,-50.2056,78.8,84,0,19.17,clear sky
242,Siverskiy,RU,59.3544,30.0783,25.68,93,99,7.63,overcast clouds
243,Rio Tercero,AR,-32.173,-64.1141,94.44,36,36,13.22,scattered clouds
244,Peabiru,BR,-23.9128,-52.3431,82.4,52,95,3.04,overcast clouds
245,Port Blair,IN,11.6667,92.75,71.64,94,20,2.3,mist
246,Parnamirim,BR,-5.9156,-35.2628,80.94,67,26,10.92,scattered clouds
247,Portel,BR,-1.9356,-50.8211,83.19,69,89,2.53,overcast clouds
248,Deputatskiy,RU,69.3,139.9,-23.67,80,73,3.36,broken clouds
249,Cascais,PT,38.6979,-9.4215,54.46,55,0,7.0,clear sky
250,Dongsheng,CN,39.8161,109.9776,21.76,92,98,5.28,overcast clouds
251,Hambantota,LK,6.1241,81.1185,73.69,80,79,3.36,broken clouds
252,Ko Samui,TH,9.5357,99.9357,79.92,76,93,12.37,overcast clouds
253,Victoria,HK,22.2855,114.1577,66.94,91,100,5.01,overcast clouds
254,Zhanaozen,KZ,43.3,52.8,21.6,89,6,4.76,clear sky
255,Paraibano,BR,-6.4331,-43.9836,78.85,76,89,2.8,overcast clouds
256,Gao,ML,16.6362,1.637,62.42,17,1,11.68,clear sky
257,Carutapera,BR,-1.195,-46.02,79.92,79,37,8.25,scattered clouds
258,Luyang,CN,27.6239,110.0989,43.86,96,100,4.63,overcast clouds
259,Luderitz,NA,-26.6481,15.1594,77.63,63,82,4.5,broken clouds
260,Newport,GB,51.5877,-2.9984,43.86,77,9,5.3,clear sky
261,Hovd,MN,48.0056,91.6419,5.29,94,98,4.36,overcast clouds
262,Opunake,NZ,-39.4556,173.8583,66.34,63,0,6.87,clear sky
263,Astara,AZ,38.5,48.6667,25.75,60,1,8.97,clear sky
264,Richards Bay,ZA,-28.783,32.0377,73.83,66,90,3.44,overcast clouds
265,Tubmanburg,LR,6.8708,-10.8172,72.37,85,2,2.06,clear sky
266,Constantine,DZ,36.365,6.6147,40.41,81,20,2.3,few clouds
267,Fare,PF,-16.7,-151.0167,80.28,75,100,14.29,moderate rain
